hgnc_symbol	gene_biotype	ensembl_gene_id	ensembl_gene_id_version
	lncRNA	ENSG00000287973	ENSG00000287973.1
PHLDA3	protein_coding	ENSG00000174307	ENSG00000174307.7
LINC02345	lncRNA	ENSG00000259225	ENSG00000259225.7
LINC01852	lncRNA	ENSG00000236914	ENSG00000236914.4
LINC02816	lncRNA	ENSG00000225857	ENSG00000225857.5
SRP68	protein_coding	ENSG00000167881	ENSG00000167881.15
TMCO5A	protein_coding	ENSG00000166069	ENSG00000166069.14
RABGAP1L-AS1	lncRNA	ENSG00000229531	ENSG00000229531.6
	processed_pseudogene	ENSG00000271329	ENSG00000271329.1
	transcribed_unprocessed_pseudogene	ENSG00000239969	ENSG00000239969.6
	lncRNA	ENSG00000285666	ENSG00000285666.1
ARID4B	protein_coding	ENSG00000054267	ENSG00000054267.22
SPDYE18	unprocessed_pseudogene	ENSG00000205482	ENSG00000205482.10
CCDC146	protein_coding	ENSG00000135205	ENSG00000135205.15
	lncRNA	ENSG00000232028	ENSG00000232028.1
RNU6-939P	snRNA	ENSG00000207364	ENSG00000207364.1
	lncRNA	ENSG00000285925	ENSG00000285925.1
QPCT	protein_coding	ENSG00000115828	ENSG00000115828.17
	processed_pseudogene	ENSG00000254522	ENSG00000254522.1
RNU6-1116P	snRNA	ENSG00000253078	ENSG00000253078.1
	lncRNA	ENSG00000287316	ENSG00000287316.1
SNORA70E	snoRNA	ENSG00000207221	ENSG00000207221.1
	lncRNA	ENSG00000236213	ENSG00000236213.2
RAB30-DT	lncRNA	ENSG00000246067	ENSG00000246067.8
CDC42EP3	protein_coding	ENSG00000163171	ENSG00000163171.8
SPDYE21	protein_coding	ENSG00000230358	ENSG00000230358.5
	processed_pseudogene	ENSG00000257674	ENSG00000257674.1
ZCRB1	protein_coding	ENSG00000139168	ENSG00000139168.9
B9D1	protein_coding	ENSG00000108641	ENSG00000108641.19
	misc_RNA	ENSG00000201565	ENSG00000201565.1
STAG3L4	transcribed_unprocessed_pseudogene	ENSG00000106610	ENSG00000106610.15
	lncRNA	ENSG00000236572	ENSG00000236572.1
CYP20A1	protein_coding	ENSG00000119004	ENSG00000119004.16
	lncRNA	ENSG00000255503	ENSG00000255503.1
	unprocessed_pseudogene	ENSG00000228019	ENSG00000228019.1
	TEC	ENSG00000279900	ENSG00000279900.1
RHOA-IT1	lncRNA	ENSG00000235908	ENSG00000235908.1
COX5BP4	processed_pseudogene	ENSG00000255010	ENSG00000255010.1
LINC00870	lncRNA	ENSG00000243083	ENSG00000243083.7
	lncRNA	ENSG00000273448	ENSG00000273448.1
C1DP5	processed_pseudogene	ENSG00000254965	ENSG00000254965.1
SPDYE2	protein_coding	ENSG00000205238	ENSG00000205238.10
WBP1LP10	unprocessed_pseudogene	ENSG00000253826	ENSG00000253826.1
OR4F2P	unprocessed_pseudogene	ENSG00000224777	ENSG00000224777.3
	lncRNA	ENSG00000254468	ENSG00000254468.2
	lncRNA	ENSG00000272774	ENSG00000272774.1
	lncRNA	ENSG00000242618	ENSG00000242618.2
CICP23	processed_pseudogene	ENSG00000270921	ENSG00000270921.1
RYBP	protein_coding	ENSG00000163602	ENSG00000163602.11
LINC01001	lncRNA	ENSG00000230724	ENSG00000230724.9
MIR4650-2	miRNA	ENSG00000264494	ENSG00000264494.1
	processed_pseudogene	ENSG00000270694	ENSG00000270694.1
	processed_pseudogene	ENSG00000270555	ENSG00000270555.1
RN7SL377P	misc_RNA	ENSG00000266569	ENSG00000266569.2
SBDSP1	transcribed_unprocessed_pseudogene	ENSG00000225648	ENSG00000225648.5
RNA5SP136	rRNA_pseudogene	ENSG00000222838	ENSG00000222838.1
	lncRNA	ENSG00000287595	ENSG00000287595.1
	processed_pseudogene	ENSG00000241537	ENSG00000241537.1
	lncRNA	ENSG00000255229	ENSG00000255229.1
RNU6-447P	snRNA	ENSG00000222225	ENSG00000222225.1
TMEM44	protein_coding	ENSG00000145014	ENSG00000145014.18
BET1L	protein_coding	ENSG00000177951	ENSG00000177951.17
RN7SL625P	misc_RNA	ENSG00000274656	ENSG00000274656.1
	lncRNA	ENSG00000272843	ENSG00000272843.1
MIR7851	miRNA	ENSG00000278520	ENSG00000278520.1
	snoRNA	ENSG00000252917	ENSG00000252917.1
	lncRNA	ENSG00000274943	ENSG00000274943.1
NSUN5P2	transcribed_unprocessed_pseudogene	ENSG00000106133	ENSG00000106133.18
RNU6-249P	snRNA	ENSG00000199886	ENSG00000199886.1
	processed_pseudogene	ENSG00000257376	ENSG00000257376.1
	misc_RNA	ENSG00000207142	ENSG00000207142.1
	lncRNA	ENSG00000257225	ENSG00000257225.1
IFFO1	protein_coding	ENSG00000010295	ENSG00000010295.20
	lncRNA	ENSG00000285886	ENSG00000285886.1
TRIM74	protein_coding	ENSG00000155428	ENSG00000155428.12
SCGB1C1	protein_coding	ENSG00000188076	ENSG00000188076.3
ODF3	protein_coding	ENSG00000177947	ENSG00000177947.14
STAG3L3	transcribed_unprocessed_pseudogene	ENSG00000174353	ENSG00000174353.17
	lncRNA	ENSG00000274758	ENSG00000274758.1
	lncRNA	ENSG00000263345	ENSG00000263345.1
	lncRNA	ENSG00000254559	ENSG00000254559.1
MIR6743	miRNA	ENSG00000283920	ENSG00000283920.1
MNT	protein_coding	ENSG00000070444	ENSG00000070444.15
SIRT3	protein_coding	ENSG00000142082	ENSG00000142082.15
C4A-AS1	lncRNA	ENSG00000233627	ENSG00000233627.2
CYP21A1P	transcribed_unprocessed_pseudogene	ENSG00000204338	ENSG00000204338.8
	unprocessed_pseudogene	ENSG00000205584	ENSG00000205584.6
	misc_RNA	ENSG00000276178	ENSG00000276178.1
PMS2P7	unprocessed_pseudogene	ENSG00000229018	ENSG00000229018.5
	misc_RNA	ENSG00000201282	ENSG00000201282.1
SPDYE8	protein_coding	ENSG00000273520	ENSG00000273520.5
TNXA	unprocessed_pseudogene	ENSG00000248290	ENSG00000248290.1
	lncRNA	ENSG00000262456	ENSG00000262456.1
STK19B	unprocessed_pseudogene	ENSG00000250535	ENSG00000250535.1
METTL16	protein_coding	ENSG00000127804	ENSG00000127804.13
PMS2P8	unprocessed_pseudogene	ENSG00000273897	ENSG00000273897.1
	misc_RNA	ENSG00000273927	ENSG00000273927.1
	lncRNA	ENSG00000285702	ENSG00000285702.1
C4B	protein_coding	ENSG00000224389	ENSG00000224389.9
	lncRNA	ENSG00000275976	ENSG00000275976.5
SPDYE11	protein_coding	ENSG00000286228	ENSG00000286228.1
	unprocessed_pseudogene	ENSG00000277125	ENSG00000277125.1
	misc_RNA	ENSG00000274984	ENSG00000274984.1
	misc_RNA	ENSG00000199913	ENSG00000199913.1
PMS2P6	unprocessed_pseudogene	ENSG00000174384	ENSG00000174384.9
PHBP5	processed_pseudogene	ENSG00000233523	ENSG00000233523.1
	lncRNA	ENSG00000261831	ENSG00000261831.2
STAG3L2	transcribed_unprocessed_pseudogene	ENSG00000277072	ENSG00000277072.5
MGAT4EP	transcribed_unitary_pseudogene	ENSG00000184774	ENSG00000184774.10
	lncRNA	ENSG00000287921	ENSG00000287921.1
CALR	protein_coding	ENSG00000179218	ENSG00000179218.15
TMEM78	lncRNA	ENSG00000177800	ENSG00000177800.2
PIGC	protein_coding	ENSG00000135845	ENSG00000135845.10
	misc_RNA	ENSG00000273549	ENSG00000273549.1
PSMD13	protein_coding	ENSG00000185627	ENSG00000185627.18
C5orf60	lncRNA	ENSG00000204661	ENSG00000204661.9
IQCJ	protein_coding	ENSG00000214216	ENSG00000214216.11
	lncRNA	ENSG00000225620	ENSG00000225620.1
	processed_pseudogene	ENSG00000232166	ENSG00000232166.1
SH3BP5L	protein_coding	ENSG00000175137	ENSG00000175137.11
TMEM233	protein_coding	ENSG00000224982	ENSG00000224982.4
	TEC	ENSG00000279872	ENSG00000279872.1
RN7SKP197	misc_RNA	ENSG00000252886	ENSG00000252886.1
	TEC	ENSG00000280280	ENSG00000280280.1
RN7SL33P	misc_RNA	ENSG00000243049	ENSG00000243049.3
PRKAB1	protein_coding	ENSG00000111725	ENSG00000111725.11
EIF4A1P9	processed_pseudogene	ENSG00000262953	ENSG00000262953.1
SAMD11P1	processed_pseudogene	ENSG00000262480	ENSG00000262480.2
	TEC	ENSG00000279432	ENSG00000279432.1
RN7SL608P	misc_RNA	ENSG00000239884	ENSG00000239884.3
	lncRNA	ENSG00000272770	ENSG00000272770.1
	lncRNA	ENSG00000272911	ENSG00000272911.1
MIR6776	miRNA	ENSG00000273606	ENSG00000273606.1
WNT2B	protein_coding	ENSG00000134245	ENSG00000134245.18
	lncRNA	ENSG00000262050	ENSG00000262050.1
	lncRNA	ENSG00000277200	ENSG00000277200.1
CCDC92B	unitary_pseudogene	ENSG00000261963	ENSG00000261963.3
MIR1253	miRNA	ENSG00000221200	ENSG00000221200.1
	lncRNA	ENSG00000272920	ENSG00000272920.1
CCDC194	protein_coding	ENSG00000269720	ENSG00000269720.2
ZNF821	protein_coding	ENSG00000102984	ENSG00000102984.15
SPDYE12P	unprocessed_pseudogene	ENSG00000184616	ENSG00000184616.9
PMS2P5	unprocessed_pseudogene	ENSG00000123965	ENSG00000123965.13
HRH1	protein_coding	ENSG00000196639	ENSG00000196639.7
BST2	protein_coding	ENSG00000130303	ENSG00000130303.14
PAFAH1B1	protein_coding	ENSG00000007168	ENSG00000007168.14
	misc_RNA	ENSG00000239069	ENSG00000239069.1
PHBP6	processed_pseudogene	ENSG00000276592	ENSG00000276592.1
ECE2	protein_coding	ENSG00000145194	ENSG00000145194.19
	lncRNA	ENSG00000277675	ENSG00000277675.1
	lncRNA	ENSG00000263081	ENSG00000263081.1
	processed_pseudogene	ENSG00000275121	ENSG00000275121.1
	unprocessed_pseudogene	ENSG00000228259	ENSG00000228259.3
SPDYE13	protein_coding	ENSG00000286038	ENSG00000286038.1
BISPR	lncRNA	ENSG00000282851	ENSG00000282851.2
	lncRNA	ENSG00000250999	ENSG00000250999.2
PMS2P10	transcribed_unprocessed_pseudogene	ENSG00000276840	ENSG00000276840.1
	misc_RNA	ENSG00000267828	ENSG00000267828.1
	transcribed_unprocessed_pseudogene	ENSG00000273598	ENSG00000273598.1
	processed_pseudogene	ENSG00000234041	ENSG00000234041.1
CBY3	protein_coding	ENSG00000204659	ENSG00000204659.5
	misc_RNA	ENSG00000202021	ENSG00000202021.1
RABGAP1L-DT	lncRNA	ENSG00000227373	ENSG00000227373.6
PMS2P2	translated_unprocessed_pseudogene	ENSG00000278416	ENSG00000278416.1
HMGB3P22	transcribed_processed_pseudogene	ENSG00000225051	ENSG00000225051.5
	misc_RNA	ENSG00000199870	ENSG00000199870.1
STAG3L1	transcribed_unprocessed_pseudogene	ENSG00000205583	ENSG00000205583.13
RN7SL670P	misc_RNA	ENSG00000264041	ENSG00000264041.2
MRPL50P2	processed_pseudogene	ENSG00000238285	ENSG00000238285.1
	lncRNA	ENSG00000256458	ENSG00000256458.1
SETP10	processed_pseudogene	ENSG00000231905	ENSG00000231905.2
LDHAP2	processed_pseudogene	ENSG00000235674	ENSG00000235674.2
	lncRNA	ENSG00000177788	ENSG00000177788.6
GEMIN8P4	processed_pseudogene	ENSG00000228175	ENSG00000228175.3
PEBP1P3	processed_pseudogene	ENSG00000236278	ENSG00000236278.2
CANX	protein_coding	ENSG00000127022	ENSG00000127022.16
	misc_RNA	ENSG00000275930	ENSG00000275930.1
	transcribed_unprocessed_pseudogene	ENSG00000146722	ENSG00000146722.11
NUCKS1	protein_coding	ENSG00000069275	ENSG00000069275.13
RAPH1	protein_coding	ENSG00000173166	ENSG00000173166.18
SPDYE14	protein_coding	ENSG00000286137	ENSG00000286137.1
CIT	protein_coding	ENSG00000122966	ENSG00000122966.17
SPDYE15	protein_coding	ENSG00000286014	ENSG00000286014.1
ZNF853	protein_coding	ENSG00000236609	ENSG00000236609.4
MVB12A	protein_coding	ENSG00000141971	ENSG00000141971.13
ZNF316	protein_coding	ENSG00000205903	ENSG00000205903.7
MAP3K21	protein_coding	ENSG00000143674	ENSG00000143674.11
	lncRNA	ENSG00000228010	ENSG00000228010.6
	unprocessed_pseudogene	ENSG00000198580	ENSG00000198580.7
ZNF12	protein_coding	ENSG00000164631	ENSG00000164631.19
	processed_pseudogene	ENSG00000237317	ENSG00000237317.2
FYB2	protein_coding	ENSG00000187889	ENSG00000187889.13
PMS2CL	transcribed_unprocessed_pseudogene	ENSG00000187953	ENSG00000187953.10
TIMM17A	protein_coding	ENSG00000134375	ENSG00000134375.11
SPDYE20P	unprocessed_pseudogene	ENSG00000277327	ENSG00000277327.1
	lncRNA	ENSG00000282317	ENSG00000282317.1
CDC7	protein_coding	ENSG00000097046	ENSG00000097046.13
ABHD11	protein_coding	ENSG00000106077	ENSG00000106077.19
	lncRNA	ENSG00000269481	ENSG00000269481.1
	processed_pseudogene	ENSG00000254503	ENSG00000254503.1
	lncRNA	ENSG00000269053	ENSG00000269053.1
TMEM221	protein_coding	ENSG00000188051	ENSG00000188051.7
	protein_coding	ENSG00000269035	ENSG00000269035.1
	lncRNA	ENSG00000269736	ENSG00000269736.1
	processed_pseudogene	ENSG00000277290	ENSG00000277290.1
NXNL1	protein_coding	ENSG00000171773	ENSG00000171773.3
NLRP6	protein_coding	ENSG00000174885	ENSG00000174885.13
RASIP1	protein_coding	ENSG00000105538	ENSG00000105538.10
PCBP4	protein_coding	ENSG00000090097	ENSG00000090097.22
	lncRNA	ENSG00000261765	ENSG00000261765.1
RPL39P31	processed_pseudogene	ENSG00000242176	ENSG00000242176.1
	lncRNA	ENSG00000255026	ENSG00000255026.1
	unprocessed_pseudogene	ENSG00000263311	ENSG00000263311.1
TEX50	protein_coding	ENSG00000232113	ENSG00000232113.3
COX20	protein_coding	ENSG00000203667	ENSG00000203667.10
ATP5F1AP3	processed_pseudogene	ENSG00000263232	ENSG00000263232.2
PGGHG	protein_coding	ENSG00000142102	ENSG00000142102.16
DHODH	protein_coding	ENSG00000102967	ENSG00000102967.12
FUT6	protein_coding	ENSG00000156413	ENSG00000156413.15
	lncRNA	ENSG00000282718	ENSG00000282718.1
NDUFAF4P4	processed_pseudogene	ENSG00000231378	ENSG00000231378.1
	processed_pseudogene	ENSG00000235605	ENSG00000235605.1
RABGAP1L-IT1	lncRNA	ENSG00000223525	ENSG00000223525.1
RNU6-1158P	snRNA	ENSG00000212469	ENSG00000212469.1
PPIAL4A	protein_coding	ENSG00000263353	ENSG00000263353.3
	processed_pseudogene	ENSG00000262408	ENSG00000262408.1
	misc_RNA	ENSG00000276528	ENSG00000276528.1
	lncRNA	ENSG00000262112	ENSG00000262112.1
	misc_RNA	ENSG00000276771	ENSG00000276771.1
MIR3614	miRNA	ENSG00000284542	ENSG00000284542.1
	misc_RNA	ENSG00000274864	ENSG00000274864.1
	lncRNA	ENSG00000274213	ENSG00000274213.1
	misc_RNA	ENSG00000274396	ENSG00000274396.1
	lncRNA	ENSG00000286242	ENSG00000286242.1
	misc_RNA	ENSG00000277694	ENSG00000277694.1
COIL	protein_coding	ENSG00000121058	ENSG00000121058.5
UBE2D3-AS1	lncRNA	ENSG00000246560	ENSG00000246560.2
LINC01691	lncRNA	ENSG00000224857	ENSG00000224857.1
FUT3	protein_coding	ENSG00000171124	ENSG00000171124.13
	lncRNA	ENSG00000229913	ENSG00000229913.1
RNU7-151P	snRNA	ENSG00000252739	ENSG00000252739.1
EGFR	protein_coding	ENSG00000146648	ENSG00000146648.20
	processed_pseudogene	ENSG00000251300	ENSG00000251300.1
TXNL4B	protein_coding	ENSG00000140830	ENSG00000140830.9
USP38	protein_coding	ENSG00000170185	ENSG00000170185.11
	lncRNA	ENSG00000262298	ENSG00000262298.1
	processed_pseudogene	ENSG00000262623	ENSG00000262623.1
SCPEP1	protein_coding	ENSG00000121064	ENSG00000121064.13
C4B-AS1	lncRNA	ENSG00000229776	ENSG00000229776.1
IFITM5	protein_coding	ENSG00000206013	ENSG00000206013.2
CYP21A2	protein_coding	ENSG00000231852	ENSG00000231852.9
	processed_pseudogene	ENSG00000255533	ENSG00000255533.1
	lncRNA	ENSG00000254910	ENSG00000254910.1
	lncRNA	ENSG00000267709	ENSG00000267709.1
	lncRNA	ENSG00000251661	ENSG00000251661.3
FUT5	protein_coding	ENSG00000130383	ENSG00000130383.7
	lncRNA	ENSG00000255089	ENSG00000255089.1
	lncRNA	ENSG00000255328	ENSG00000255328.1
BSG-AS1	lncRNA	ENSG00000267751	ENSG00000267751.5
	lncRNA	ENSG00000270972	ENSG00000270972.1
RNA5SP462	rRNA_pseudogene	ENSG00000252539	ENSG00000252539.1
MADCAM1	protein_coding	ENSG00000099866	ENSG00000099866.16
B4GALNT4	protein_coding	ENSG00000182272	ENSG00000182272.12
ADGRL2	protein_coding	ENSG00000117114	ENSG00000117114.20
HP	protein_coding	ENSG00000257017	ENSG00000257017.9
PKP3	protein_coding	ENSG00000184363	ENSG00000184363.10
	lncRNA	ENSG00000250969	ENSG00000250969.1
BSG	protein_coding	ENSG00000172270	ENSG00000172270.22
	misc_RNA	ENSG00000200049	ENSG00000200049.1
MIR3139	miRNA	ENSG00000265623	ENSG00000265623.1
	processed_pseudogene	ENSG00000228981	ENSG00000228981.3
	lncRNA	ENSG00000286771	ENSG00000286771.1
	lncRNA	ENSG00000287786	ENSG00000287786.1
LINC02495	transcribed_unprocessed_pseudogene	ENSG00000249896	ENSG00000249896.2
NECAP1P2	processed_pseudogene	ENSG00000234632	ENSG00000234632.1
TAF13P2	processed_pseudogene	ENSG00000225658	ENSG00000225658.1
	lncRNA	ENSG00000251408	ENSG00000251408.1
DCTN1-AS1	lncRNA	ENSG00000237737	ENSG00000237737.6
	lncRNA	ENSG00000288588	ENSG00000288588.1
	lncRNA	ENSG00000286176	ENSG00000286176.2
SETD7	protein_coding	ENSG00000145391	ENSG00000145391.14
	protein_coding	ENSG00000159239	ENSG00000159239.13
	transcribed_unitary_pseudogene	ENSG00000234521	ENSG00000234521.2
	lncRNA	ENSG00000286623	ENSG00000286623.1
HMGA1P8	processed_pseudogene	ENSG00000233155	ENSG00000233155.1
WDR54	protein_coding	ENSG00000005448	ENSG00000005448.17
	lncRNA	ENSG00000263120	ENSG00000263120.1
RNF126P1	transcribed_processed_pseudogene	ENSG00000261192	ENSG00000261192.1
SIGIRR	protein_coding	ENSG00000185187	ENSG00000185187.13
AKAP1-DT	lncRNA	ENSG00000263004	ENSG00000263004.2
AKAP1	protein_coding	ENSG00000121057	ENSG00000121057.13
FTH1P24	processed_pseudogene	ENSG00000249302	ENSG00000249302.2
	lncRNA	ENSG00000272717	ENSG00000272717.1
	lncRNA	ENSG00000286896	ENSG00000286896.1
	lncRNA	ENSG00000261268	ENSG00000261268.1
MGST2	protein_coding	ENSG00000085871	ENSG00000085871.9
RNA5SP181	rRNA_pseudogene	ENSG00000222178	ENSG00000222178.1
	processed_pseudogene	ENSG00000242292	ENSG00000242292.2
	lncRNA	ENSG00000274441	ENSG00000274441.1
	lncRNA	ENSG00000250155	ENSG00000250155.2
	lncRNA	ENSG00000272103	ENSG00000272103.2
NIPBL-DT	lncRNA	ENSG00000285967	ENSG00000285967.1
KRT18P31	processed_pseudogene	ENSG00000249850	ENSG00000249850.1
NENFP3	processed_pseudogene	ENSG00000248462	ENSG00000248462.1
	processed_pseudogene	ENSG00000243744	ENSG00000243744.2
	lncRNA	ENSG00000251423	ENSG00000251423.3
ARSI	protein_coding	ENSG00000183876	ENSG00000183876.9
RN7SKP237	misc_RNA	ENSG00000201533	ENSG00000201533.1
RTKN	protein_coding	ENSG00000114993	ENSG00000114993.17
H3P16	processed_pseudogene	ENSG00000178458	ENSG00000178458.5
RNA5SP206	rRNA_pseudogene	ENSG00000252512	ENSG00000252512.1
	lncRNA	ENSG00000286320	ENSG00000286320.1
H2AC6	protein_coding	ENSG00000180573	ENSG00000180573.10
SORCS2	protein_coding	ENSG00000184985	ENSG00000184985.16
TCOF1	protein_coding	ENSG00000070814	ENSG00000070814.22
H1-12P	unprocessed_pseudogene	ENSG00000216331	ENSG00000216331.2
	protein_coding	ENSG00000282988	ENSG00000282988.2
ECT2	protein_coding	ENSG00000114346	ENSG00000114346.14
H3C4	protein_coding	ENSG00000197409	ENSG00000197409.8
H2AC7	protein_coding	ENSG00000196866	ENSG00000196866.3
H2BC7	protein_coding	ENSG00000277224	ENSG00000277224.2
	processed_pseudogene	ENSG00000217275	ENSG00000217275.2
H4C5	protein_coding	ENSG00000276966	ENSG00000276966.2
ANO9	protein_coding	ENSG00000185101	ENSG00000185101.13
H2BC8	protein_coding	ENSG00000273802	ENSG00000273802.2
H2AC8	protein_coding	ENSG00000277075	ENSG00000277075.2
AIMP1	protein_coding	ENSG00000164022	ENSG00000164022.18
H3C5P	unprocessed_pseudogene	ENSG00000277720	ENSG00000277720.1
H2AC9P	unprocessed_pseudogene	ENSG00000218281	ENSG00000218281.1
H1-3	protein_coding	ENSG00000124575	ENSG00000124575.7
H4C6	protein_coding	ENSG00000274618	ENSG00000274618.2
H4C7	protein_coding	ENSG00000275663	ENSG00000275663.2
H3C7	protein_coding	ENSG00000277775	ENSG00000277775.2
H2BC9	protein_coding	ENSG00000275713	ENSG00000275713.2
H3C8	protein_coding	ENSG00000273983	ENSG00000273983.1
H2AC10P	transcribed_unprocessed_pseudogene	ENSG00000218690	ENSG00000218690.2
	lncRNA	ENSG00000263089	ENSG00000263089.1
H2BC10	protein_coding	ENSG00000278588	ENSG00000278588.2
H3C9P	processed_pseudogene	ENSG00000220875	ENSG00000220875.1
	lncRNA	ENSG00000287050	ENSG00000287050.1
MSI2	protein_coding	ENSG00000153944	ENSG00000153944.12
GRIN2D	protein_coding	ENSG00000105464	ENSG00000105464.4
BTN3A2	protein_coding	ENSG00000186470	ENSG00000186470.14
INO80B	protein_coding	ENSG00000115274	ENSG00000115274.15
RN7SL838P	misc_RNA	ENSG00000243562	ENSG00000243562.3
	lncRNA	ENSG00000255237	ENSG00000255237.1
FAM83E	protein_coding	ENSG00000105523	ENSG00000105523.4
	lncRNA	ENSG00000215841	ENSG00000215841.3
P2RY2	protein_coding	ENSG00000175591	ENSG00000175591.12
TBXA2R	protein_coding	ENSG00000006638	ENSG00000006638.13
	lncRNA	ENSG00000260401	ENSG00000260401.1
OR8R1P	unprocessed_pseudogene	ENSG00000256347	ENSG00000256347.1
	lncRNA	ENSG00000257038	ENSG00000257038.1
CACTIN-AS1	lncRNA	ENSG00000226800	ENSG00000226800.5
	lncRNA	ENSG00000250699	ENSG00000250699.1
CACTIN	protein_coding	ENSG00000105298	ENSG00000105298.14
P2RY6	protein_coding	ENSG00000171631	ENSG00000171631.16
INO80B-WBP1	protein_coding	ENSG00000274049	ENSG00000274049.4
WBP1	protein_coding	ENSG00000239779	ENSG00000239779.7
HPR	protein_coding	ENSG00000261701	ENSG00000261701.8
	lncRNA	ENSG00000255692	ENSG00000255692.1
MIR1178	miRNA	ENSG00000283768	ENSG00000283768.1
RPL35AP30	processed_pseudogene	ENSG00000226729	ENSG00000226729.3
	misc_RNA	ENSG00000278250	ENSG00000278250.1
MLF2	protein_coding	ENSG00000089693	ENSG00000089693.11
	lncRNA	ENSG00000260252	ENSG00000260252.1
DHX38	protein_coding	ENSG00000140829	ENSG00000140829.12
PIP5K1C	protein_coding	ENSG00000186111	ENSG00000186111.11
RNA5SP161	rRNA_pseudogene	ENSG00000200741	ENSG00000200741.1
RNU6-197P	snRNA	ENSG00000252489	ENSG00000252489.1
	lncRNA	ENSG00000286093	ENSG00000286093.1
MRPL22P1	processed_pseudogene	ENSG00000250324	ENSG00000250324.2
BTN2A2	protein_coding	ENSG00000124508	ENSG00000124508.17
AASDH	protein_coding	ENSG00000157426	ENSG00000157426.14
	protein_coding	ENSG00000288681	ENSG00000288681.1
IFITM1	protein_coding	ENSG00000185885	ENSG00000185885.17
CUEDC1	protein_coding	ENSG00000180891	ENSG00000180891.13
	lncRNA	ENSG00000286883	ENSG00000286883.1
MRPL53	protein_coding	ENSG00000204822	ENSG00000204822.7
MUC3A	protein_coding	ENSG00000169894	ENSG00000169894.18
CCDC142	protein_coding	ENSG00000135637	ENSG00000135637.14
SF3A3P2	processed_pseudogene	ENSG00000254449	ENSG00000254449.1
SCN3B	protein_coding	ENSG00000166257	ENSG00000166257.10
	lncRNA	ENSG00000274993	ENSG00000274993.1
MUC12-AS1	lncRNA	ENSG00000227053	ENSG00000227053.1
MUC17	protein_coding	ENSG00000169876	ENSG00000169876.14
	lncRNA	ENSG00000278642	ENSG00000278642.1
VEZF1	protein_coding	ENSG00000136451	ENSG00000136451.9
TTC31	protein_coding	ENSG00000115282	ENSG00000115282.21
	TEC	ENSG00000280233	ENSG00000280233.1
	protein_coding	ENSG00000266086	ENSG00000266086.3
	lncRNA	ENSG00000264112	ENSG00000264112.1
RN7SKP54	misc_RNA	ENSG00000222636	ENSG00000222636.1
TRIM56	protein_coding	ENSG00000169871	ENSG00000169871.13
SRSF1	protein_coding	ENSG00000136450	ENSG00000136450.13
	lncRNA	ENSG00000267304	ENSG00000267304.1
	lncRNA	ENSG00000268189	ENSG00000268189.2
	TEC	ENSG00000279203	ENSG00000279203.1
AKAP8	protein_coding	ENSG00000105127	ENSG00000105127.10
	lncRNA	ENSG00000254467	ENSG00000254467.2
TPM3P4	processed_pseudogene	ENSG00000214869	ENSG00000214869.5
NHP2P2	processed_pseudogene	ENSG00000213786	ENSG00000213786.3
ZNF202	protein_coding	ENSG00000166261	ENSG00000166261.11
HOXA1	protein_coding	ENSG00000105991	ENSG00000105991.10
HOTAIRM1	lncRNA	ENSG00000233429	ENSG00000233429.9
	TEC	ENSG00000279069	ENSG00000279069.1
HOXA2	protein_coding	ENSG00000105996	ENSG00000105996.7
	lncRNA	ENSG00000285930	ENSG00000285930.1
DYNLL2-DT	lncRNA	ENSG00000266290	ENSG00000266290.1
